	Run	Cell	Method	Species	CellLine	Layout	SRR	TotalReads	UniqReads	Background	GC.Mean	GC.Median	Spikiness	GenomicDepth	GenomicCoverage
240	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009577	OP-Strand-seq	Human	HG001	PAIRED	SRR15009577	1319520	1279754	0.492988	0.437984237454095	0.4342105263157895	0.1250146528310921	0.03220928242694683	0.02836674567854368
241	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009578	OP-Strand-seq	Human	HG001	PAIRED	SRR15009578	1564282	1461724	0.494796	0.4381275798527501	0.4342105263157895	0.1221691552922588	0.03821208550998465	0.03226445631078174
242	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009579	OP-Strand-seq	Human	HG001	PAIRED	SRR15009579	741504	715278	0.4910350000000001	0.4425449458597766	0.4342105263157895	0.1552612603105929	0.01822127139729563	0.01585110326073768
243	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009580	OP-Strand-seq	Human	HG001	PAIRED	SRR15009580	1618602	1500050	0.493857	0.435167427809873	0.4266666666666667	0.1187012219987906	0.03964150631847909	0.03391947108680522
244	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009581	OP-Strand-seq	Human	HG001	PAIRED	SRR15009581	631238	591402	0.005229	0.4370932044771454	0.4342105263157895	0.1817851856069232	0.01541170001509307	0.01289347178300381
245	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009582	OP-Strand-seq	Human	HG001	PAIRED	SRR15009582	0	0	0.0			0.0	0.0	0.0
246	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009583	OP-Strand-seq	Human	HG001	PAIRED	SRR15009583	1119658	1048698	0.493554	0.4404822265244798	0.4342105263157895	0.1306283549735628	0.02727339912691705	0.02289360909771372
247	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009584	OP-Strand-seq	Human	HG001	PAIRED	SRR15009584	88	86	0.0	0.4571705765642225	0.4354151223128243	1.953488372093023	2.075129336227183e-06	1.698086057569746e-06
248	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009585	OP-Strand-seq	Human	HG001	PAIRED	SRR15009585	1023386	968066	0.492634	0.439916643866554	0.4342105263157895	0.1321113025146947	0.0250179422339798	0.02131457445538006
249	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009586	OP-Strand-seq	Human	HG001	PAIRED	SRR15009586	1324106	1238556	0.490739	0.4389140074337508	0.4342105263157895	0.126386690500232	0.03232797036411447	0.02738607767596166
250	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009587	OP-Strand-seq	Human	HG001	PAIRED	SRR15009587	1176962	1105020	0.450174	0.4402972778959059	0.4342105263157895	0.1915607137588095	0.02903067402271796	0.02471234204793579
251	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009588	OP-Strand-seq	Human	HG001	PAIRED	SRR15009588	1094622	1040104	0.494547	0.4368706073329293	0.4342105263157895	0.1336813596894866	0.02682137919229944	0.02310107298788414
252	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009589	OP-Strand-seq	Human	HG001	PAIRED	SRR15009589	1298816	1226486	0.494189	0.4371028201467545	0.4342105263157895	0.1286590230683522	0.03176365031503451	0.02708886496373827
253	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009590	OP-Strand-seq	Human	HG001	PAIRED	SRR15009590	1151662	1091184	0.4935350000000001	0.4388465206442493	0.4342105263157895	0.1295416685208367	0.02812967658665469	0.02414032356814871
254	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009591	OP-Strand-seq	Human	HG001	PAIRED	SRR15009591	1128978	1069320	0.49304	0.4375418016814235	0.4342105263157895	0.1332101478028953	0.02756868036190208	0.02366882294819182
255	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009592	OP-Strand-seq	Human	HG001	PAIRED	SRR15009592	672132	630416	0.004595	0.4348741163145051	0.4342105263157895	0.1492341642444781	0.01636565359703486	0.01367869258470605
256	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009593	OP-Strand-seq	Human	HG001	PAIRED	SRR15009593	1357510	1275940	0.4943	0.4374669679582901	0.4342105263157895	0.1276667212710579	0.03317824400094353	0.02867738690539726
257	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009594	OP-Strand-seq	Human	HG001	PAIRED	SRR15009594	318836	310180	0.487866	0.4495059814040957	0.4473684210526316	0.1965027218420176	0.007782987531927992	0.006807779700368451
258	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009595	OP-Strand-seq	Human	HG001	PAIRED	SRR15009595	883610	832782	0.491138	0.4413498128600867	0.4342105263157895	0.1385837022270927	0.02151758060877993	0.01857078808182976
259	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009596	OP-Strand-seq	Human	HG001	PAIRED	SRR15009596	699270	675194	0.49266	0.4365756330747478	0.4305555555555556	0.1466573689855625	0.01707510400406668	0.01503776977826587
260	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009597	OP-Strand-seq	Human	HG001	PAIRED	SRR15009597	620696	598810	0.490525	0.442741984865289	0.4342105263157895	0.1630568315820969	0.01517795892144227	0.01336970387871676
261	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009598	OP-Strand-seq	Human	HG001	PAIRED	SRR15009598	994016	942746	0.4923939999999999	0.4479538397725068	0.4473684210526316	0.1397418710877267	0.02426674019687702	0.02079266586210872
262	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009599	OP-Strand-seq	Human	HG001	PAIRED	SRR15009599	981020	905210	0.005321	0.4456928525700675	0.44	0.1358941440444375	0.02385543084940321	0.01871802765605632
263	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009600	OP-Strand-seq	Human	HG001	PAIRED	SRR15009600	798508	751478	0.005321	0.4429968833172868	0.4342105263157895	0.1432961105301376	0.019442382403024	0.01566202405648674
264	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009601	OP-Strand-seq	Human	HG001	PAIRED	SRR15009601	1181958	1097164	0.00676	0.4447369658335883	0.44	0.1340282075627635	0.02879851901518402	0.02319431398200144
265	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009602	OP-Strand-seq	Human	HG001	PAIRED	SRR15009602	1007346	937330	0.06802799999999999	0.4441772452675263	0.4383561643835616	0.1618183000701968	0.02457672855451101	0.01949697993933792
266	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009603	OP-Strand-seq	Human	HG001	PAIRED	SRR15009603	415044	393330	0.017484	0.4440212418104885	0.44	0.2595680635770419	0.01041330613946019	0.008948263784606093
267	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009604	OP-Strand-seq	Human	HG001	PAIRED	SRR15009604	1035326	965120	0.06742000000000001	0.4451148455171921	0.44	0.203602564242101	0.0252939573922076	0.02047269072715294
268	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009605	OP-Strand-seq	Human	HG001	PAIRED	SRR15009605	1063548	992608	0.006776000000000001	0.4418927276365706	0.4342105263157895	0.1347234178224135	0.02589832750704192	0.02094994890927922
269	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009606	OP-Strand-seq	Human	HG001	PAIRED	SRR15009606	1039364	972484	0.012903	0.4428694532633078	0.4342105263157895	0.1345915062474493	0.0252795160085484	0.0204300166627877
270	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009607	OP-Strand-seq	Human	HG001	PAIRED	SRR15009607	1097404	1026728	0.004836	0.4427585140055089	0.4342105263157895	0.1323254098242745	0.02671933820284078	0.02175393561409044
271	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009608	OP-Strand-seq	Human	HG001	PAIRED	SRR15009608	348774	339722	0.005654	0.4435695065590408	0.4342105263157895	0.1869412605224738	0.008471218471932343	0.007133309614992265
272	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009609	OP-Strand-seq	Human	HG001	PAIRED	SRR15009609	724442	689608	0.105092	0.4450691381381046	0.44	0.2012192704505323	0.01770058854250582	0.01491252080109334
273	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009610	OP-Strand-seq	Human	HG001	PAIRED	SRR15009610	778874	746060	0.004004	0.4413840805239596	0.4342105263157895	0.1443304216518255	0.01895962718032954	0.01590697453550774
274	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009611	OP-Strand-seq	Human	HG001	PAIRED	SRR15009611	922178	877274	0.006755	0.4400861368603919	0.4342105263157895	0.1372152740306791	0.02244999437603776	0.01890371729688427
275	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009612	OP-Strand-seq	Human	HG001	PAIRED	SRR15009612	930838	862496	0.006911	0.4448783600538667	0.44	0.1376789997996863	0.02261405689788014	0.01779962918572674
276	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009613	OP-Strand-seq	Human	HG001	PAIRED	SRR15009613	1093550	1004906	0.005022	0.4463089640490619	0.4428571428571429	0.1320036770878807	0.02660365861190664	0.02071212155692208
277	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009614	OP-Strand-seq	Human	HG001	PAIRED	SRR15009614	681142	635958	0.004096	0.4413132892635534	0.4342105263157895	0.1490816855021846	0.0165856482631803	0.0138642337038735
278	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009615	OP-Strand-seq	Human	HG001	PAIRED	SRR15009615	949772	886772	0.007675	0.4447896547627464	0.44	0.1364009527911498	0.023095740468968	0.01841106747073228
279	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009616	OP-Strand-seq	Human	HG001	PAIRED	SRR15009616	1146516	1059782	0.005104	0.4425973041012157	0.4342105263157895	0.1272415751043462	0.02790071288177913	0.02228012350944418
280	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009617	OP-Strand-seq	Human	HG001	PAIRED	SRR15009617	955272	878178	0.055129	0.4480633309884702	0.4473684210526316	0.1819032417854587	0.0233283587806045	0.01829731240051844
281	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009618	OP-Strand-seq	Human	HG001	PAIRED	SRR15009618	1014668	947684	0.013103	0.4442213643059488	0.4383561643835616	0.1350696574471679	0.02472742656168932	0.0197875804811487
282	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009619	OP-Strand-seq	Human	HG001	PAIRED	SRR15009619	1412944	1328900	0.004449	0.4589790350037321	0.4605263157894737	0.1371151684992543	0.03433069556475873	0.02654684785937306
283	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009620	OP-Strand-seq	Human	HG001	PAIRED	SRR15009620	594612	569934	0.0061	0.4421397209405383	0.4342105263157895	0.1559217560852884	0.01446978990503644	0.01205160683737544
284	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009621	OP-Strand-seq	Human	HG001	PAIRED	SRR15009621	1150152	1072678	0.005286	0.4445210398831692	0.44	0.1324823476191413	0.02801909021041554	0.02256093901295681
285	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009622	OP-Strand-seq	Human	HG001	PAIRED	SRR15009622	367638	356394	0.005215999999999999	0.4434269096258811	0.4342105263157895	0.1867825448603719	0.0089249076230576	0.007384892438328247
286	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009623	OP-Strand-seq	Human	HG001	PAIRED	SRR15009623	961976	885592	0.00579	0.4456817708861063	0.44	0.1365408818498243	0.0233886627486801	0.01810093337404501
287	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009624	OP-Strand-seq	Human	HG001	PAIRED	SRR15009624	1219668	1122952	0.003584	0.4450033766402364	0.44	0.1336343842030671	0.02981646769368214	0.02382635990827138
288	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009625	OP-Strand-seq	Human	HG001	PAIRED	SRR15009625	463654	440904	0.010146	0.4370180681146208	0.4342105263157895	0.203593732040918	0.01128628480774766	0.00961418551902944
289	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009626	OP-Strand-seq	Human	HG001	PAIRED	SRR15009626	999636	932926	0.013186	0.4463281560262748	0.4426229508196721	0.1331365953040076	0.02433864172403036	0.01920983783047889
290	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009627	OP-Strand-seq	Human	HG001	PAIRED	SRR15009627	1210836	1125226	0.016065	0.4464552873370221	0.4444444444444444	0.1320254338074859	0.02947719030807525	0.02332251913152205
291	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009628	OP-Strand-seq	Human	HG001	PAIRED	SRR15009628	922048	860838	0.016404	0.4409454828960064	0.4342105263157895	0.13754585024698	0.02248669209574074	0.01800012542741186
292	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009629	OP-Strand-seq	Human	HG001	PAIRED	SRR15009629	240082	227396	0.010744	0.4252934429458178	0.4210526315789473	0.2168894232992647	0.00580070232046298	0.004290724337223497
293	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009630	OP-Strand-seq	Human	HG001	PAIRED	SRR15009630	1155568	1074088	0.005369	0.4420393911041192	0.4342105263157895	0.1310958168940158	0.02811229990020158	0.02251086390903135
294	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009631	OP-Strand-seq	Human	HG001	PAIRED	SRR15009631	663036	612590	0.00784	0.427351698306372	0.4210526315789473	0.1501711672188004	0.01606907149317328	0.01232738443051162
295	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009632	OP-Strand-seq	Human	HG001	PAIRED	SRR15009632	1196186	1115132	0.006298	0.4436314698324115	0.4354838709677419	0.1287284560228541	0.02911535154310781	0.02332398243509521
296	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009633	OP-Strand-seq	Human	HG001	PAIRED	SRR15009633	1125896	1047208	0.008176000000000001	0.4442086592432051	0.4383561643835616	0.1344174859868573	0.02745386964007318	0.02214414897273226
297	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009634	OP-Strand-seq	Human	HG001	PAIRED	SRR15009634	204906	198504	0.00799	0.4552185197524427	0.4473684210526316	0.2269925611052072	0.004957079462721759	0.004009089703709729
298	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009635	OP-Strand-seq	Human	HG001	PAIRED	SRR15009635	652680	604934	0.003004	0.448332724983162	0.4473684210526316	0.1674591181484645	0.01602483499485257	0.013000808074007
299	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009636	OP-Strand-seq	Human	HG001	PAIRED	SRR15009636	887174	814802	0.125124	0.4532987965330929	0.4473684210526316	0.2308432445504385	0.02173985701284787	0.01832106369229254
300	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009637	OP-Strand-seq	Human	HG001	PAIRED	SRR15009637	631102	591892	0.024443	0.4533441741359338	0.4473684210526316	0.1780431884830712	0.01536872960305862	0.01232883208191916
301	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009638	OP-Strand-seq	Human	HG001	PAIRED	SRR15009638	655070	618292	0.004983	0.4502557569269063	0.4473684210526316	0.1568496511120802	0.01595016964307541	0.01289544986891315
302	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009639	OP-Strand-seq	Human	HG001	PAIRED	SRR15009639	906468	853764	0.008985	0.4473210062399403	0.4473684210526316	0.1406571829589267	0.02209467421631508	0.0179070120854009
303	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009640	OP-Strand-seq	Human	HG001	PAIRED	SRR15009640	698414	657420	0.007063	0.4417104658267601	0.4342105263157895	0.1480405639885352	0.01693931033682423	0.01363405469529348
304	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009641	OP-Strand-seq	Human	HG001	PAIRED	SRR15009641	829302	775074	0.023206	0.4473025402504126	0.4473684210526316	0.1508444835585109	0.02019788948132598	0.01606194175781727
305	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009642	OP-Strand-seq	Human	HG001	PAIRED	SRR15009642	729462	691376	0.005811	0.4415193531394207	0.4342105263157895	0.1488192163821362	0.01778052067410349	0.01434346023278383
306	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009643	OP-Strand-seq	Human	HG001	PAIRED	SRR15009643	911502	857634	0.005739	0.4430724034276439	0.4342105263157895	0.1545490731822381	0.02221635797798371	0.01805911913531154
307	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009644	OP-Strand-seq	Human	HG001	PAIRED	SRR15009644	819508	773564	0.027161	0.4412959830821204	0.4342105263157895	0.1536620405581862	0.01994531118025613	0.01623312462371629
308	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009645	OP-Strand-seq	Human	HG001	PAIRED	SRR15009645	816906	774296	0.012474	0.4425324616066861	0.4342105263157895	0.1443527340316387	0.01988368756070523	0.01612485928972666
309	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009646	OP-Strand-seq	Human	HG001	PAIRED	SRR15009646	896412	846742	0.003989	0.4383546917510062	0.4342105263157895	0.1351002148438959	0.02185813347197247	0.01804736018501489
310	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009647	OP-Strand-seq	Human	HG001	PAIRED	SRR15009647	94	88	0.0	0.4478380090793285	0.4304385964912281	2.0	2.018085888164618e-06	1.701564316597951e-06
311	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009648	OP-Strand-seq	Human	HG001	PAIRED	SRR15009648	522970	504750	0.011623	0.4420065023557154	0.4342105263157895	0.1653664845021067	0.01273409621520194	0.01057731161785451
312	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009649	OP-Strand-seq	Human	HG001	PAIRED	SRR15009649	1086046	1018396	0.183085	0.4509465461193835	0.4473684210526316	0.2847288321205236	0.02679271694660341	0.02232380974718663
313	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009650	OP-Strand-seq	Human	HG001	PAIRED	SRR15009650	366322	350064	0.004455	0.4492909957038121	0.4473684210526316	0.191033490460968	0.008891551814628917	0.007253893203330276
314	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009651	OP-Strand-seq	Human	HG001	PAIRED	SRR15009651	713996	671364	0.094933	0.4478208430328412	0.4473684210526316	0.2436077879427633	0.01740566278559347	0.01405289795182237
315	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009652	OP-Strand-seq	Human	HG001	PAIRED	SRR15009652	720076	673976	0.006104999999999999	0.4455999508530379	0.44	0.1515258428509876	0.01752290724526441	0.01372072734506191
316	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009653	OP-Strand-seq	Human	HG001	PAIRED	SRR15009653	756636	713348	0.168717	0.4488775646065125	0.4473684210526316	0.2880721236808433	0.01854849105015535	0.01512551651442221
317	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009654	OP-Strand-seq	Human	HG001	PAIRED	SRR15009654	1015672	964796	0.004625	0.439642086603045	0.4342105263157895	0.1324288543387639	0.02475613263344909	0.02093140526692215
318	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009655	OP-Strand-seq	Human	HG001	PAIRED	SRR15009655	702250	664540	0.007993	0.4380131015322009	0.4342105263157895	0.1423400465296135	0.01712231510950831	0.01404466456487671
319	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009656	OP-Strand-seq	Human	HG001	PAIRED	SRR15009656	792034	752186	0.01384	0.4432550704661487	0.4342105263157895	0.1411053438881925	0.01924188720481658	0.01553672986194683
320	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009657	OP-Strand-seq	Human	HG001	PAIRED	SRR15009657	858384	809686	0.00481	0.4377466095151269	0.4342105263157895	0.1489923554421107	0.02101373322333845	0.01729984927639284
321	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009658	OP-Strand-seq	Human	HG001	PAIRED	SRR15009658	752694	703994	0.005131	0.4438976675682145	0.44	0.1493175799551844	0.01835367063155245	0.01532478562632218
322	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009659	OP-Strand-seq	Human	HG001	PAIRED	SRR15009659	785976	743940	0.006636	0.4434081979392788	0.4342105263157895	0.1461568960634381	0.01914439090860419	0.01552495212905143
323	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009660	OP-Strand-seq	Human	HG001	PAIRED	SRR15009660	844820	802724	0.062805	0.4449596613501761	0.44	0.1940678010484914	0.02064150072474292	0.01708978921368376
324	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009661	OP-Strand-seq	Human	HG001	PAIRED	SRR15009661	459190	431300	0.009191	0.4499223500911754	0.4473684210526316	0.1899803810983693	0.01131446774934959	0.009114825783386142
325	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009662	OP-Strand-seq	Human	HG001	PAIRED	SRR15009662	230100	223444	0.004065999999999999	0.44630719378114	0.44	0.2214408265615868	0.005594083647236414	0.004667775963702603
326	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009663	OP-Strand-seq	Human	HG001	PAIRED	SRR15009663	603924	572838	0.017633	0.4477201187979822	0.4473684210526316	0.1583939507837892	0.01465748545784596	0.01185295442080117
327	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009664	OP-Strand-seq	Human	HG001	PAIRED	SRR15009664	367076	350498	0.004521	0.4440988864213238	0.4393939393939394	0.1797342272814972	0.008890895467150295	0.007147933955076354
328	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009665	OP-Strand-seq	Human	HG001	PAIRED	SRR15009665	313918	303060	0.013271	0.4400815607136907	0.4342105263157895	0.1912014006614234	0.007638419608460994	0.006276038764476175
329	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009666	OP-Strand-seq	Human	HG001	PAIRED	SRR15009666	748860	718838	0.004272	0.4402960728653242	0.4342105263157895	0.1471018709552276	0.01823200147857174	0.01533296718720833
330	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009667	OP-Strand-seq	Human	HG001	PAIRED	SRR15009667	409902	395692	0.237507	0.4500024412770718	0.4473684210526316	0.3215864375309893	0.01003397764462123	0.008478374294231069
331	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009668	OP-Strand-seq	Human	HG001	PAIRED	SRR15009668	0	0	0.0			0.0	0.0	0.0
332	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009669	OP-Strand-seq	Human	HG001	PAIRED	SRR15009669	925374	848816	0.043325	0.4383859595583955	0.4342105263157895	0.1646035645842269	0.02262913028120477	0.01861816718718245
333	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009670	OP-Strand-seq	Human	HG001	PAIRED	SRR15009670	377758	365078	0.008587000000000001	0.4425296756378957	0.4342105263157895	0.179774177712322	0.009168803493941243	0.007549946611819567
334	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009671	OP-Strand-seq	Human	HG001	PAIRED	SRR15009671	461540	445844	0.028076	0.4420789297962344	0.4342105263157895	0.1795057041402237	0.01122811231680454	0.009324572454956772
335	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009672	OP-Strand-seq	Human	HG001	PAIRED	SRR15009672	480642	462832	0.026209	0.437888992534268	0.4342105263157895	0.1718108587812315	0.01170441676030528	0.009791584381637764
336	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009673	OP-Strand-seq	Human	HG001	PAIRED	SRR15009673	446466	432396	0.004326	0.4366625530268792	0.4342105263157895	0.1686522764906727	0.01082843078926203	0.00910648909214734
337	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009674	OP-Strand-seq	Human	HG001	PAIRED	SRR15009674	500538	488030	0.003712	0.4379806812235772	0.4342105263157895	0.1651399886146044	0.01221021023167305	0.01053485633598214
338	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009675	OP-Strand-seq	Human	HG001	PAIRED	SRR15009675	330684	322010	0.005859	0.4402763192157421	0.4342105263157895	0.1875770613080092	0.008012909149339921	0.006729388089694375
339	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009676	OP-Strand-seq	Human	HG001	PAIRED	SRR15009676	509842	491118	0.009583	0.4457728632612324	0.44	0.1915995031098034	0.0125643916093899	0.01057255892471837
340	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009677	OP-Strand-seq	Human	HG001	PAIRED	SRR15009677	310864	300840	0.052787	0.4487071954672586	0.4473684210526316	0.2151940417720543	0.00753785792256704	0.006203136194374508
341	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009678	OP-Strand-seq	Human	HG001	PAIRED	SRR15009678	640176	609082	0.022762	0.4460096945820993	0.44	0.1596467789986778	0.0155614641097223	0.01258869455304588
342	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009679	OP-Strand-seq	Human	HG001	PAIRED	SRR15009679	422998	405702	0.00626	0.4423483803647218	0.4342105263157895	0.1724751547947344	0.01026811665110486	0.008419578499270094
343	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009680	OP-Strand-seq	Human	HG001	PAIRED	SRR15009680	847962	782054	0.006052	0.4362821030926141	0.4342105263157895	0.1378728800982205	0.02067598835865938	0.01705703270928564
344	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009681	OP-Strand-seq	Human	HG001	PAIRED	SRR15009681	417568	395926	0.006945000000000001	0.4304169711840187	0.4210526315789473	0.2490244506116603	0.01030555106607001	0.008664250021917033
345	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009682	OP-Strand-seq	Human	HG001	PAIRED	SRR15009682	550934	522504	0.004042	0.4332740302059872	0.4266666666666667	0.1586011410851211	0.01343000889027008	0.01116828660934532
346	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009683	OP-Strand-seq	Human	HG001	PAIRED	SRR15009683	636426	607680	0.004776	0.4446820796902473	0.44	0.1522376256854387	0.01546461616099277	0.01251281111495704
347	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009684	OP-Strand-seq	Human	HG001	PAIRED	SRR15009684	708786	670692	0.006426	0.4411978292034534	0.4342105263157895	0.1477013121872935	0.01722228340441205	0.01389985177197412
348	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009685	OP-Strand-seq	Human	HG001	PAIRED	SRR15009685	723020	688210	0.004924	0.4433840182884627	0.4342105263157895	0.1595276875452648	0.01762958927574439	0.01427210687925333
349	20210729_PRJNA742746_HG001	20210729_PRJNA742746_HG001.SRR15009686	OP-Strand-seq	Human	HG001	PAIRED	SRR15009686	588314	564672	0.005854	0.4386639396189521	0.4342105263157895	0.1549417495342207	0.01428260669978178	0.01179305984381319
