Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Collection,Consent,Coriell_plate,CULTURE_COLLECTION,DATASTORE filetype,DATASTORE provider,DATASTORE region,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ETHNICITY,Experiment,Family_Id,family_role,HapMap_sample_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,race,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,tag
ERR1429146,WGS,202,259556668,PRJEB14185,SAMN00801888,105077681,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499524,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_35,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429147,WGS,202,464738370,PRJEB14185,SAMN00801888,187160049,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499525,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_36,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429148,WGS,202,257288612,PRJEB14185,SAMN00801888,105100315,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499526,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_39,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429149,WGS,202,413728320,PRJEB14185,SAMN00801888,167185628,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499527,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_42,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429150,WGS,202,351544438,PRJEB14185,SAMN00801888,142362894,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499528,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_45,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429151,WGS,202,496788094,PRJEB14185,SAMN00801888,200478030,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499529,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_48,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429152,WGS,202,341270920,PRJEB14185,SAMN00801888,138283684,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499530,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_51,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429153,WGS,202,403878598,PRJEB14185,SAMN00801888,163474881,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499531,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_52,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429154,WGS,202,359558586,PRJEB14185,SAMN00801888,145287504,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499532,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_55,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429155,WGS,202,341666840,PRJEB14185,SAMN00801888,137793400,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499533,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_57,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429156,WGS,202,295231282,PRJEB14185,SAMN00801888,119407001,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499534,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_59,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429157,WGS,202,314709132,PRJEB14185,SAMN00801888,127570321,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499535,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_63,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429158,WGS,202,332811968,PRJEB14185,SAMN00801888,134396696,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499536,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_66,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429159,WGS,202,337988420,PRJEB14185,SAMN00801888,137506212,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499537,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_68,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429160,WGS,202,362194686,PRJEB14185,SAMN00801888,147132660,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499538,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_69,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429161,WGS,202,323118998,PRJEB14185,SAMN00801888,130730937,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499539,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_75,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429162,WGS,202,426461996,PRJEB14185,SAMN00801888,171054756,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499540,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_76,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429163,WGS,202,183360450,PRJEB14185,SAMN00801888,74567901,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499541,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_77,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429164,WGS,202,353711696,PRJEB14185,SAMN00801888,142184214,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499542,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_80,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429165,WGS,202,260312148,PRJEB14185,SAMN00801888,104213849,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499543,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_81,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429166,WGS,202,481487200,PRJEB14185,SAMN00801888,194455949,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499544,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_84,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429167,WGS,202,375959168,PRJEB14185,SAMN00801888,151397629,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499545,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_85,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429168,WGS,202,103932030,PRJEB14185,SAMN00801888,43073646,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499546,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_87,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429169,WGS,202,235452816,PRJEB14185,SAMN00801888,95028286,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499547,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_90,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429170,WGS,202,293111696,PRJEB14185,SAMN00801888,117172144,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499548,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_92,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429171,WGS,202,485252480,PRJEB14185,SAMN00801888,195661216,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499549,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_93,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429172,WGS,202,405905466,PRJEB14185,SAMN00801888,162893801,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499550,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-III_94,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429173,WGS,202,475300344,PRJEB14185,SAMN00801888,196164325,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499551,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_04,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429174,WGS,202,318956788,PRJEB14185,SAMN00801888,130214666,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499552,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_08,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429175,WGS,202,259537478,PRJEB14185,SAMN00801888,106263162,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499553,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_09,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429176,WGS,202,287340758,PRJEB14185,SAMN00801888,118044639,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499554,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_10,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429177,WGS,202,320218480,PRJEB14185,SAMN00801888,131874973,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499555,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_11,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429178,WGS,202,267830992,PRJEB14185,SAMN00801888,109273812,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499556,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_12,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429179,WGS,202,480810298,PRJEB14185,SAMN00801888,197562692,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499557,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_15,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429180,WGS,202,256229728,PRJEB14185,SAMN00801888,105689653,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499558,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_17,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429181,WGS,202,183584064,PRJEB14185,SAMN00801888,75856667,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499559,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_21,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429182,WGS,202,263104596,PRJEB14185,SAMN00801888,107744966,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499560,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_24,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429183,WGS,202,383122088,PRJEB14185,SAMN00801888,158425615,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499561,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_25,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
ERR1429184,WGS,202,470908056,PRJEB14185,SAMN00801888,193769216,GM12878,B-Lymphocyte,"ERIBA, RUG , UMC GRONINGEN",NIGMS Human Genetic Cell Repository,public,HAPMAPPT01,Coriell:GM12878,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",NA12878,2016/9/12,2018/11/16,UTAH/MORMON,ERX1499562,1463,mother,NA12878,Illumina HiSeq 2500,NW150212-IV_26,PAIRED,MNase,GENOMIC,Homo sapiens,ILLUMINA,Utah Residents (CEPH) with Northern and Western European ancestry,CEU,Caucasian,2016-09-28T00:00:00Z,NA12878,female,ERP015812,EUR,European,Ceph/utah pedigree 1463
