Chrom	Bin	Start	End	Width	Crick	Crick.HP1	Crick.HP2	Watson	Watson.HP1	Watson.HP2
chr5	20	40000000	42000000	2000000	217	65	80	0	0	0
chr5	21	42000000	44000000	2000000	272	66	96	0	0	0
chr5	22	44000000	46000000	2000000	234	38	30	0	0	0
chr5	23	46000000	48000000	2000000	7	0	0	0	0	0
chr5	24	48000000	50000000	2000000	0	0	0	0	0	0
chr5	25	50000000	52000000	2000000	263	56	77	0	0	0
chr5	26	52000000	54000000	2000000	279	75	101	10	4	6
chr5	27	54000000	56000000	2000000	223	69	71	1	0	1
chr5	28	56000000	58000000	2000000	241	102	93	1	0	1
chr5	29	58000000	60000000	2000000	252	111	63	1	1	0
chr5	30	60000000	62000000	2000000	191	49	71	3	2	0
chr5	31	62000000	64000000	2000000	251	68	79	1	1	0
chr5	32	64000000	66000000	2000000	151	34	35	1	1	0
chr5	33	66000000	68000000	2000000	220	56	67	1	1	0
chr5	34	68000000	70000000	2000000	219	44	61	2	1	0
chr5	35	70000000	72000000	2000000	48	23	17	2	0	0
chr5	36	72000000	74000000	2000000	224	88	61	0	0	0
chr5	37	74000000	76000000	2000000	227	61	33	0	0	0
chr5	38	76000000	78000000	2000000	273	45	91	3	0	0
chr5	39	78000000	80000000	2000000	230	83	46	1	0	0
chr5	40	80000000	82000000	2000000	230	49	83	2	0	0
chr5	41	82000000	84000000	2000000	268	36	85	0	0	0
chr5	42	84000000	86000000	2000000	239	77	90	0	0	0
chr5	43	86000000	88000000	2000000	241	50	55	2	0	0
chr5	44	88000000	90000000	2000000	206	37	43	2	0	0
chr5	45	90000000	92000000	2000000	212	44	51	0	0	0
chr5	46	92000000	94000000	2000000	232	94	69	0	0	0
chr5	47	94000000	96000000	2000000	244	113	67	4	0	0
chr5	48	96000000	98000000	2000000	213	54	63	0	0	0
chr5	49	98000000	100000000	2000000	187	21	79	1	1	0
chr5	50	100000000	102000000	2000000	237	69	98	0	0	0
chr5	51	102000000	104000000	2000000	219	55	93	1	1	0
chr5	52	104000000	106000000	2000000	238	79	82	2	0	0
chr5	53	106000000	108000000	2000000	161	57	40	2	0	0
chr5	54	108000000	110000000	2000000	256	66	57	0	0	0
chr5	55	110000000	112000000	2000000	245	84	107	0	0	0
chr5	56	112000000	114000000	2000000	222	63	67	1	0	0
chr5	57	114000000	116000000	2000000	236	74	82	8	0	1
chr5	58	116000000	118000000	2000000	177	71	69	0	0	0
chr5	59	118000000	120000000	2000000	254	85	81	2	0	2
chr5	60	120000000	122000000	2000000	270	51	57	0	0	0
chr5	61	122000000	124000000	2000000	236	87	58	1	0	1
chr5	62	124000000	126000000	2000000	257	75	64	0	0	0
chr5	63	126000000	128000000	2000000	207	57	93	1	0	0
chr5	64	128000000	130000000	2000000	269	70	74	1	0	1
chr5	65	130000000	132000000	2000000	214	64	59	6	5	0
chr5	66	132000000	134000000	2000000	235	92	71	1	0	0
chr5	67	134000000	136000000	2000000	227	33	45	0	0	0
chr5	68	136000000	138000000	2000000	208	76	55	1	0	0
chr5	69	138000000	140000000	2000000	139	17	35	0	0	0
chr5	70	140000000	142000000	2000000	214	46	16	1	0	0
chr5	71	142000000	144000000	2000000	211	73	76	0	0	0
chr5	72	144000000	146000000	2000000	262	54	98	6	0	6
chr5	73	146000000	148000000	2000000	299	111	100	0	0	0
chr5	74	148000000	150000000	2000000	218	29	43	0	0	0
chr5	75	150000000	152000000	2000000	252	42	63	0	0	0
chr5	76	152000000	154000000	2000000	240	70	82	1	0	0
chr5	77	154000000	156000000	2000000	203	45	65	1	1	0
chr5	78	156000000	158000000	2000000	180	96	41	3	0	3
chr5	79	158000000	160000000	2000000	322	71	103	0	0	0
chr5	80	160000000	162000000	2000000	216	60	45	1	0	0
chr5	81	162000000	164000000	2000000	261	92	69	0	0	0
chr5	82	164000000	166000000	2000000	251	75	82	0	0	0
chr5	83	166000000	168000000	2000000	233	71	73	4	0	0
chr5	84	168000000	170000000	2000000	194	58	62	1	0	1
chr5	85	170000000	172000000	2000000	227	75	46	3	0	0
chr5	86	172000000	174000000	2000000	171	51	54	3	3	0
chr5	87	174000000	176000000	2000000	241	96	81	0	0	0
chr5	88	176000000	178000000	2000000	151	20	44	8	0	7
chr5	89	178000000	180000000	2000000	202	96	70	3	0	2
chr5	90	180000000	181538259	1538259	102	20	39	1	0	0
chr6	0	0	2000000	2000000	134	2	85	72	38	1
chr6	1	2000000	4000000	2000000	122	3	75	132	83	4
chr6	2	4000000	6000000	2000000	104	0	63	109	57	1
chr6	3	6000000	8000000	2000000	137	7	61	120	79	0
chr6	4	8000000	10000000	2000000	124	1	98	115	76	2
chr6	5	10000000	12000000	2000000	92	1	41	116	39	1
chr6	6	12000000	14000000	2000000	75	5	50	101	67	0
chr6	7	14000000	16000000	2000000	103	2	59	110	63	2
chr6	8	16000000	18000000	2000000	91	4	63	39	26	0
chr6	9	18000000	20000000	2000000	99	1	65	138	109	1
chr6	10	20000000	22000000	2000000	140	7	88	114	61	4
chr6	11	22000000	24000000	2000000	154	2	91	123	78	3
chr6	12	24000000	26000000	2000000	95	0	63	148	94	2
chr6	13	26000000	28000000	2000000	103	1	77	99	67	3
chr6	14	28000000	30000000	2000000	99	3	76	121	94	1
chr6	15	30000000	32000000	2000000	129	0	84	91	71	0
chr6	16	32000000	34000000	2000000	116	2	103	65	59	0
chr6	17	34000000	36000000	2000000	68	0	23	104	53	0
chr6	18	36000000	38000000	2000000	120	1	69	112	66	3
chr6	19	38000000	40000000	2000000	60	1	43	58	41	0
chr6	20	40000000	42000000	2000000	112	0	61	106	41	1
chr6	21	42000000	44000000	2000000	105	2	38	110	37	1
chr6	22	44000000	46000000	2000000	107	2	71	107	69	0
chr6	23	46000000	48000000	2000000	132	1	70	92	41	1
chr6	24	48000000	50000000	2000000	99	1	71	117	76	4
chr6	25	50000000	52000000	2000000	172	6	97	143	73	0
chr6	26	52000000	54000000	2000000	102	1	49	85	62	1
chr6	27	54000000	56000000	2000000	115	0	69	70	37	0
chr6	28	56000000	58000000	2000000	157	1	42	80	27	0
chr6	29	58000000	60000000	2000000	20	1	15	14	14	0
chr6	30	60000000	62000000	2000000	95	0	46	69	33	3
chr6	31	62000000	64000000	2000000	97	0	36	120	63	1
chr6	32	64000000	66000000	2000000	114	5	74	117	79	6
chr6	33	66000000	68000000	2000000	127	10	82	124	96	2
chr6	34	68000000	70000000	2000000	103	1	40	115	35	0
chr6	35	70000000	72000000	2000000	121	1	56	172	102	0
chr6	36	72000000	74000000	2000000	99	1	68	81	58	2
chr6	37	74000000	76000000	2000000	113	1	40	114	45	3
chr6	38	76000000	78000000	2000000	111	0	85	192	144	3
chr6	39	78000000	80000000	2000000	102	1	77	163	125	1
chr6	40	80000000	82000000	2000000	113	1	76	98	80	1
chr6	41	82000000	84000000	2000000	112	2	60	109	59	0
chr6	42	84000000	86000000	2000000	150	2	63	113	66	0
chr6	43	86000000	88000000	2000000	116	1	73	102	61	1
chr6	44	88000000	90000000	2000000	110	2	89	183	106	6
chr6	45	90000000	92000000	2000000	106	1	52	190	113	4
chr6	46	92000000	94000000	2000000	75	1	49	106	68	1
chr6	47	94000000	96000000	2000000	120	2	72	152	84	4
chr6	48	96000000	98000000	2000000	111	2	25	95	19	0
chr6	49	98000000	100000000	2000000	122	6	69	134	83	2
chr6	50	100000000	102000000	2000000	146	3	114	103	71	1
chr6	51	102000000	104000000	2000000	140	1	62	130	76	1
chr6	52	104000000	106000000	2000000	148	2	100	110	76	3
chr6	53	106000000	108000000	2000000	129	4	74	112	67	2
chr6	54	108000000	110000000	2000000	78	0	57	111	51	1
chr6	55	110000000	112000000	2000000	114	1	40	114	42	0
chr6	56	112000000	114000000	2000000	128	1	81	118	40	2
chr6	57	114000000	116000000	2000000	121	3	89	68	47	1
chr6	58	116000000	118000000	2000000	138	2	99	127	73	6
chr6	59	118000000	120000000	2000000	132	1	94	98	66	1
chr6	60	120000000	122000000	2000000	99	0	42	101	42	0
chr6	61	122000000	124000000	2000000	90	1	57	174	96	3
chr6	62	124000000	126000000	2000000	139	4	73	86	52	6
chr6	63	126000000	128000000	2000000	135	6	86	115	80	0
chr6	64	128000000	130000000	2000000	199	50	70	8	6	2
chr6	65	130000000	132000000	2000000	296	137	73	1	0	1
chr6	66	132000000	134000000	2000000	257	73	71	0	0	0
chr6	67	134000000	136000000	2000000	240	95	65	0	0	0
chr6	68	136000000	138000000	2000000	263	71	73	0	0	0
chr6	69	138000000	140000000	2000000	225	53	87	0	0	0
chr6	70	140000000	142000000	2000000	212	63	44	0	0	0
chr6	71	142000000	144000000	2000000	239	83	92	0	0	0
chr6	72	144000000	146000000	2000000	307	70	34	0	0	0
chr6	73	146000000	148000000	2000000	289	63	80	0	0	0
chr6	74	148000000	150000000	2000000	206	69	77	0	0	0
chr6	75	150000000	152000000	2000000	278	76	76	0	0	0
chr6	76	152000000	154000000	2000000	291	80	80	0	0	0
chr6	77	154000000	156000000	2000000	233	82	73	5	1	3
chr6	78	156000000	158000000	2000000	227	84	46	1	0	1
chr6	79	158000000	160000000	2000000	204	79	54	0	0	0
chr6	80	160000000	162000000	2000000	175	52	44	2	0	0
chr6	81	162000000	164000000	2000000	221	90	94	2	0	1
chr6	82	164000000	166000000	2000000	247	124	59	3	0	0
chr6	83	166000000	168000000	2000000	215	52	48	4	4	0
chr6	84	168000000	170000000	2000000	217	62	68	3	1	2
chr6	85	170000000	170805979	805979	52	2	21	0	0	0
chr7	0	0	2000000	2000000	96	42	1	57	2	16
chr7	1	2000000	4000000	2000000	89	56	6	78	1	51
chr7	2	4000000	6000000	2000000	58	32	1	94	2	59
chr7	3	6000000	8000000	2000000	158	65	22	62	1	27
chr7	4	8000000	10000000	2000000	126	93	0	92	6	40
chr7	5	10000000	12000000	2000000	130	88	2	77	1	59
chr7	6	12000000	14000000	2000000	133	62	4	115	0	50
chr7	7	14000000	16000000	2000000	109	86	1	141	0	102
chr7	8	16000000	18000000	2000000	141	96	1	88	0	48
chr7	9	18000000	20000000	2000000	147	84	3	133	0	53
chr7	10	20000000	22000000	2000000	96	48	1	125	1	60
chr7	11	22000000	24000000	2000000	69	44	1	129	1	70
chr7	12	24000000	26000000	2000000	81	50	1	95	3	72
chr7	13	26000000	28000000	2000000	123	52	3	68	2	30
chr7	14	28000000	30000000	2000000	103	70	1	41	1	25
chr7	15	30000000	32000000	2000000	118	72	1	45	0	29
chr7	16	32000000	34000000	2000000	102	71	1	65	1	47
chr7	17	34000000	36000000	2000000	111	53	1	126	3	67
chr7	18	36000000	38000000	2000000	176	93	2	98	0	34
chr7	19	38000000	40000000	2000000	136	84	0	85	2	52
chr7	20	40000000	42000000	2000000	63	36	2	95	4	47
chr7	21	42000000	44000000	2000000	76	47	1	85	5	31
chr7	22	44000000	46000000	2000000	106	56	1	76	3	35
chr7	23	46000000	48000000	2000000	66	23	4	116	2	36
chr7	24	48000000	50000000	2000000	134	101	1	141	4	99
chr7	25	50000000	52000000	2000000	145	49	4	128	0	58
chr7	26	52000000	54000000	2000000	130	91	1	136	1	102
chr7	27	54000000	56000000	2000000	141	112	3	78	3	60
chr7	28	56000000	58000000	2000000	30	16	0	35	0	16
chr7	29	58000000	60000000	2000000	0	0	0	0	0	0
chr7	30	60000000	62000000	2000000	0	0	0	0	0	0
chr7	31	62000000	64000000	2000000	56	0	0	19	0	0
chr7	32	64000000	66000000	2000000	89	3	0	36	3	3
chr7	33	66000000	68000000	2000000	112	41	1	50	0	6
chr7	34	68000000	70000000	2000000	114	78	3	51	0	39
chr7	35	70000000	72000000	2000000	120	67	1	94	1	55
chr7	36	72000000	74000000	2000000	69	39	1	76	2	35
chr7	37	74000000	76000000	2000000	31	21	0	66	1	17
chr7	38	76000000	78000000	2000000	106	50	3	48	0	14
chr7	39	78000000	80000000	2000000	57	46	0	88	2	64
chr7	40	80000000	82000000	2000000	141	74	1	56	0	24
chr7	41	82000000	84000000	2000000	113	83	3	171	1	99
chr7	42	84000000	86000000	2000000	92	44	0	67	1	39
chr7	43	86000000	88000000	2000000	134	105	6	16	1	11
chr7	44	88000000	90000000	2000000	131	74	5	92	0	50
chr7	45	90000000	92000000	2000000	96	56	1	74	1	40
chr7	46	92000000	94000000	2000000	137	70	2	113	0	59
chr7	47	94000000	96000000	2000000	122	67	0	69	1	28
chr7	48	96000000	98000000	2000000	148	80	9	23	4	16
chr7	49	98000000	100000000	2000000	87	30	0	40	1	25
chr7	50	100000000	102000000	2000000	48	30	1	29	0	14
chr7	51	102000000	104000000	2000000	88	42	0	36	0	7
chr7	52	104000000	106000000	2000000	120	68	1	32	0	25
chr7	53	106000000	108000000	2000000	136	84	1	32	0	8
chr7	54	108000000	110000000	2000000	97	61	0	119	3	72
chr7	55	110000000	112000000	2000000	131	50	2	44	0	24
chr7	56	112000000	114000000	2000000	120	68	8	134	1	82
chr7	57	114000000	116000000	2000000	69	24	1	92	2	43
chr7	58	116000000	118000000	2000000	136	86	7	71	0	46
chr7	59	118000000	120000000	2000000	146	19	0	105	1	21
chr7	60	120000000	122000000	2000000	75	56	1	73	1	44
chr7	61	122000000	124000000	2000000	164	73	2	93	1	44
chr7	62	124000000	126000000	2000000	118	78	2	109	0	61
chr7	63	126000000	128000000	2000000	128	82	9	154	2	114
chr7	64	128000000	130000000	2000000	64	39	1	83	1	41
chr7	65	130000000	132000000	2000000	112	74	9	108	1	87
chr7	66	132000000	134000000	2000000	68	46	0	139	3	99
chr7	67	134000000	136000000	2000000	89	48	4	94	0	41
chr7	68	136000000	138000000	2000000	97	32	2	132	0	47
chr7	69	138000000	140000000	2000000	102	67	2	107	4	60
chr7	70	140000000	142000000	2000000	114	48	1	131	0	57
chr7	71	142000000	144000000	2000000	111	36	1	60	2	23
chr7	72	144000000	146000000	2000000	141	72	3	106	5	46
chr7	73	146000000	148000000	2000000	130	69	3	71	0	46
chr7	74	148000000	150000000	2000000	121	77	1	105	0	64
chr7	75	150000000	152000000	2000000	83	44	2	82	9	64
chr7	76	152000000	154000000	2000000	137	64	1	14	1	11
chr7	77	154000000	156000000	2000000	91	62	2	155	2	83
chr7	78	156000000	158000000	2000000	111	69	4	106	2	76
chr7	79	158000000	159345973	1345973	68	34	0	54	0	41
chr8	0	0	2000000	2000000	0	0	0	141	58	56
chr8	1	2000000	4000000	2000000	8	3	0	205	51	81
chr8	2	4000000	6000000	2000000	0	0	0	204	65	99
chr8	3	6000000	8000000	2000000	3	0	1	153	65	57
chr8	4	8000000	10000000	2000000	218	69	84	2	0	0
chr8	5	10000000	12000000	2000000	202	58	38	1	0	0
chr8	6	12000000	14000000	2000000	13	3	0	159	69	72
chr8	7	14000000	16000000	2000000	1	0	0	212	75	74
chr8	8	16000000	18000000	2000000	0	0	0	249	66	51
chr8	9	18000000	20000000	2000000	1	0	0	253	110	70
chr8	10	20000000	22000000	2000000	1	0	1	202	45	67
chr8	11	22000000	24000000	2000000	2	1	0	189	71	55
chr8	12	24000000	26000000	2000000	2	0	0	188	27	30
chr8	13	26000000	28000000	2000000	1	1	0	149	45	64
chr8	14	28000000	30000000	2000000	0	0	0	229	70	61
chr8	15	30000000	32000000	2000000	0	0	0	206	47	62
chr8	16	32000000	34000000	2000000	0	0	0	225	72	38
chr8	17	34000000	36000000	2000000	4	0	1	236	60	78
chr8	18	36000000	38000000	2000000	1	0	0	181	54	18
chr8	19	38000000	40000000	2000000	0	0	0	221	58	59
chr8	20	40000000	42000000	2000000	1	0	0	262	91	106
chr8	21	42000000	44000000	2000000	0	0	0	174	23	26
chr8	22	44000000	46000000	2000000	0	0	0	0	0	0
chr8	23	46000000	48000000	2000000	2	0	0	158	10	19
chr8	24	48000000	50000000	2000000	8	3	3	307	110	104
chr8	25	50000000	52000000	2000000	0	0	0	251	40	36
chr8	26	52000000	54000000	2000000	0	0	0	236	48	42
chr8	27	54000000	56000000	2000000	3	0	3	243	61	43
chr8	28	56000000	58000000	2000000	4	2	0	196	71	65
chr8	29	58000000	60000000	2000000	3	0	0	217	64	66
chr8	30	60000000	62000000	2000000	0	0	0	266	81	97
chr8	31	62000000	64000000	2000000	14	14	0	180	55	43
chr8	32	64000000	66000000	2000000	80	36	4	111	1	59
chr8	33	66000000	68000000	2000000	54	25	0	93	1	41
chr8	34	68000000	70000000	2000000	120	62	1	88	0	51
chr8	35	70000000	72000000	2000000	115	80	4	140	0	78
chr8	36	72000000	74000000	2000000	184	108	2	106	3	56
chr8	37	74000000	76000000	2000000	149	70	2	101	5	55
chr8	38	76000000	78000000	2000000	83	41	2	120	2	54
chr8	39	78000000	80000000	2000000	124	39	1	130	0	89
chr8	40	80000000	82000000	2000000	113	48	2	88	1	52
chr8	41	82000000	84000000	2000000	103	28	1	129	3	46
chr8	42	84000000	86000000	2000000	108	48	3	116	1	80
chr8	43	86000000	88000000	2000000	120	71	2	152	1	98
chr8	44	88000000	90000000	2000000	161	84	1	105	0	54
chr8	45	90000000	92000000	2000000	87	38	1	116	0	50
chr8	46	92000000	94000000	2000000	158	65	1	105	0	53
chr8	47	94000000	96000000	2000000	163	69	0	116	3	67
chr8	48	96000000	98000000	2000000	100	70	1	102	0	67
chr8	49	98000000	100000000	2000000	165	107	4	103	7	74
chr8	50	100000000	102000000	2000000	123	81	3	113	3	68
chr8	51	102000000	104000000	2000000	132	82	4	96	0	69
chr8	52	104000000	106000000	2000000	84	42	1	105	5	47
chr8	53	106000000	108000000	2000000	102	61	4	130	2	77
chr8	54	108000000	110000000	2000000	117	80	1	134	2	79
chr8	55	110000000	112000000	2000000	81	38	2	108	2	47
chr8	56	112000000	114000000	2000000	136	112	0	176	2	125
chr8	57	114000000	116000000	2000000	138	84	1	186	5	127
chr8	58	116000000	118000000	2000000	133	80	5	129	5	103
chr8	59	118000000	120000000	2000000	114	52	1	62	0	34
chr8	60	120000000	122000000	2000000	95	51	3	132	2	82
chr8	61	122000000	124000000	2000000	152	76	0	44	1	30
chr8	62	124000000	126000000	2000000	104	78	3	32	1	30
chr8	63	126000000	128000000	2000000	100	49	0	109	0	70
chr8	64	128000000	130000000	2000000	140	75	2	123	1	81
chr8	65	130000000	132000000	2000000	123	50	0	97	3	72
chr8	66	132000000	134000000	2000000	128	77	1	129	1	74
chr8	67	134000000	136000000	2000000	89	50	4	109	0	69
chr8	68	136000000	138000000	2000000	82	41	0	88	0	47
chr8	69	138000000	140000000	2000000	111	73	1	45	1	28
chr8	70	140000000	142000000	2000000	96	57	0	81	1	46
chr8	71	142000000	144000000	2000000	86	47	1	59	2	44
chr8	72	144000000	145138636	1138636	37	14	0	21	0	14
chr9	0	0	2000000	2000000	68	22	34	0	0	0
chr9	1	2000000	4000000	2000000	154	16	47	0	0	0
chr9	2	4000000	6000000	2000000	223	41	80	0	0	0
chr9	3	6000000	8000000	2000000	165	18	97	0	0	0
chr9	4	8000000	10000000	2000000	174	66	73	0	0	0
chr9	5	10000000	12000000	2000000	170	35	78	3	1	0
chr9	6	12000000	14000000	2000000	178	29	49	2	0	0
chr9	7	14000000	16000000	2000000	199	56	85	0	0	0
chr9	8	16000000	18000000	2000000	152	38	64	4	0	4
chr9	9	18000000	20000000	2000000	140	22	60	0	0	0
chr9	10	20000000	22000000	2000000	170	36	78	2	0	2
chr9	11	22000000	24000000	2000000	164	20	89	7	0	2
chr9	12	24000000	26000000	2000000	218	21	128	0	0	0
chr9	13	26000000	28000000	2000000	150	13	66	5	0	0
chr9	14	28000000	30000000	2000000	223	84	96	2	0	0
chr9	15	30000000	32000000	2000000	169	31	50	0	0	0
chr9	16	32000000	34000000	2000000	162	49	54	4	0	3
chr9	17	34000000	36000000	2000000	132	18	41	1	0	0
chr9	18	36000000	38000000	2000000	144	11	66	1	0	1
chr9	19	38000000	40000000	2000000	116	19	44	0	0	0
chr9	20	40000000	42000000	2000000	8	0	0	4	0	0
chr9	21	42000000	44000000	2000000	12	4	0	12	4	0
chr9	22	44000000	46000000	2000000	0	0	0	0	0	0
chr9	23	46000000	48000000	2000000	0	0	0	0	0	0
chr9	24	48000000	50000000	2000000	0	0	0	0	0	0
chr9	25	50000000	52000000	2000000	0	0	0	0	0	0
chr9	26	52000000	54000000	2000000	0	0	0	0	0	0
chr9	27	54000000	56000000	2000000	0	0	0	0	0	0
chr9	28	56000000	58000000	2000000	0	0	0	0	0	0
chr9	29	58000000	60000000	2000000	0	0	0	0	0	0
chr9	30	60000000	62000000	2000000	0	0	0	0	0	0
chr9	31	62000000	64000000	2000000	0	0	0	0	0	0
chr9	32	64000000	66000000	2000000	14	0	0	0	0	0
chr9	33	66000000	68000000	2000000	19	0	0	2	0	0
chr9	34	68000000	70000000	2000000	156	60	40	0	0	0
chr9	35	70000000	72000000	2000000	222	101	54	3	0	0
chr9	36	72000000	74000000	2000000	258	75	70	5	0	0
chr9	37	74000000	76000000	2000000	213	68	72	2	0	1
chr9	38	76000000	78000000	2000000	242	57	30	0	0	0
chr9	39	78000000	80000000	2000000	229	81	71	5	3	2
chr9	40	80000000	82000000	2000000	176	52	72	4	2	2
chr9	41	82000000	84000000	2000000	210	34	72	0	0	0
chr9	42	84000000	86000000	2000000	270	72	64	0	0	0
chr9	43	86000000	88000000	2000000	199	81	61	0	0	0
chr9	44	88000000	90000000	2000000	156	29	50	0	0	0
chr9	45	90000000	92000000	2000000	221	64	70	2	0	0
chr9	46	92000000	94000000	2000000	216	79	91	0	0	0
chr9	47	94000000	96000000	2000000	201	63	67	1	0	0
chr9	48	96000000	98000000	2000000	227	46	23	0	0	0
chr9	49	98000000	100000000	2000000	215	62	42	1	0	0
chr9	50	100000000	102000000	2000000	264	99	92	3	2	0
chr9	51	102000000	104000000	2000000	223	80	111	0	0	0
chr9	52	104000000	106000000	2000000	250	75	55	0	0	0
chr9	53	106000000	108000000	2000000	194	62	53	5	0	0
chr9	54	108000000	110000000	2000000	215	43	63	0	0	0
chr9	55	110000000	112000000	2000000	260	92	73	5	3	2
chr9	56	112000000	114000000	2000000	203	60	39	0	0	0
chr9	57	114000000	116000000	2000000	197	55	63	3	0	0
chr9	58	116000000	118000000	2000000	223	51	84	5	3	0
chr9	59	118000000	120000000	2000000	214	61	64	2	0	0
chr9	60	120000000	122000000	2000000	134	45	32	3	2	0
chr9	61	122000000	124000000	2000000	169	33	24	4	0	0
chr9	62	124000000	126000000	2000000	200	39	15	0	0	0
chr9	63	126000000	128000000	2000000	237	58	60	0	0	0
chr9	64	128000000	130000000	2000000	187	23	35	1	0	0
chr9	65	130000000	132000000	2000000	156	42	53	3	0	0
chr9	66	132000000	134000000	2000000	164	64	51	0	0	0
chr9	67	134000000	136000000	2000000	162	62	42	0	0	0
chr9	68	136000000	138000000	2000000	192	66	55	0	0	0
chr9	69	138000000	138394717	394717	21	7	4	0	0	0
chr10	0	0	2000000	2000000	225	76	59	1	0	0
chr10	1	2000000	4000000	2000000	223	57	59	7	0	0
chr10	2	4000000	6000000	2000000	171	56	91	1	0	1
chr10	3	6000000	8000000	2000000	214	79	52	2	2	0
chr10	4	8000000	10000000	2000000	234	81	65	2	0	0
chr10	5	10000000	12000000	2000000	191	47	71	0	0	0
chr10	6	12000000	14000000	2000000	242	83	54	0	0	0
chr10	7	14000000	16000000	2000000	152	53	47	0	0	0
chr10	8	16000000	18000000	2000000	180	33	51	2	0	1
chr10	9	18000000	20000000	2000000	219	94	41	0	0	0
chr10	10	20000000	22000000	2000000	213	62	74	0	0	0
chr10	11	22000000	24000000	2000000	153	33	29	0	0	0
chr10	12	24000000	26000000	2000000	232	95	33	0	0	0
chr10	13	26000000	28000000	2000000	173	78	53	4	0	3
chr10	14	28000000	30000000	2000000	242	78	67	2	0	2
chr10	15	30000000	32000000	2000000	245	80	63	3	0	0
chr10	16	32000000	34000000	2000000	251	78	74	5	3	0
chr10	17	34000000	36000000	2000000	200	29	51	1	0	0
chr10	18	36000000	38000000	2000000	224	53	92	3	0	2
chr10	19	38000000	40000000	2000000	41	24	12	3	0	2
chr10	20	40000000	42000000	2000000	0	0	0	0	0	0
chr10	21	42000000	44000000	2000000	177	84	37	1	0	0
chr10	22	44000000	46000000	2000000	124	67	36	2	0	2
chr10	23	46000000	48000000	2000000	50	13	13	8	0	7
chr10	24	48000000	50000000	2000000	128	32	37	0	0	0
chr10	25	50000000	52000000	2000000	132	37	45	0	0	0
chr10	26	52000000	54000000	2000000	183	73	63	0	0	0
chr10	27	54000000	56000000	2000000	191	70	67	0	0	0
chr10	28	56000000	58000000	2000000	228	102	75	0	0	0
chr10	29	58000000	60000000	2000000	177	39	67	1	0	0
chr10	30	60000000	62000000	2000000	216	55	54	7	0	0
chr10	31	62000000	64000000	2000000	165	50	43	2	0	2
chr10	32	64000000	66000000	2000000	236	54	75	0	0	0
chr10	33	66000000	68000000	2000000	178	48	46	1	0	0
chr10	34	68000000	70000000	2000000	169	45	46	1	1	0
chr10	35	70000000	72000000	2000000	152	38	62	7	7	0
chr10	36	72000000	74000000	2000000	203	26	46	0	0	0
chr10	37	74000000	76000000	2000000	252	42	30	0	0	0
chr10	38	76000000	78000000	2000000	277	85	105	5	0	5
chr10	39	78000000	80000000	2000000	201	65	75	4	4	0
chr10	40	80000000	82000000	2000000	215	62	81	3	0	1
chr10	41	82000000	84000000	2000000	217	67	72	1	0	0
chr10	42	84000000	86000000	2000000	260	56	99	3	0	3
chr10	43	86000000	88000000	2000000	187	49	43	0	0	0
chr10	44	88000000	90000000	2000000	196	36	61	6	0	0
chr10	45	90000000	92000000	2000000	238	46	77	9	4	4
chr10	46	92000000	94000000	2000000	189	96	33	2	2	0
chr10	47	94000000	96000000	2000000	194	81	65	0	0	0
chr10	48	96000000	98000000	2000000	220	80	35	3	0	0
chr10	49	98000000	100000000	2000000	161	60	55	1	0	0
chr10	50	100000000	102000000	2000000	151	38	47	0	0	0
chr10	51	102000000	104000000	2000000	175	40	36	0	0	0
chr10	52	104000000	106000000	2000000	216	52	44	4	0	4
chr10	53	106000000	108000000	2000000	253	105	68	1	0	1
chr10	54	108000000	110000000	2000000	208	48	86	4	4	0
chr10	55	110000000	112000000	2000000	211	46	39	5	0	0
chr10	56	112000000	114000000	2000000	168	56	63	2	0	2
chr10	57	114000000	116000000	2000000	235	64	84	2	1	1
chr10	58	116000000	118000000	2000000	223	77	42	1	0	1
chr10	59	118000000	120000000	2000000	232	55	49	0	0	0
chr10	60	120000000	122000000	2000000	223	85	60	2	1	1
chr10	61	122000000	124000000	2000000	210	64	90	0	0	0
chr10	62	124000000	126000000	2000000	219	73	49	2	0	2
chr10	63	126000000	128000000	2000000	216	46	56	4	0	2
chr10	64	128000000	130000000	2000000	135	37	27	9	0	0
chr10	65	130000000	132000000	2000000	245	84	79	1	0	0
chr10	66	132000000	133797422	1797422	120	36	26	0	0	0
chr11	0	0	2000000	2000000	2	1	0	199	54	41
chr11	1	2000000	4000000	2000000	6	0	6	150	39	31
chr11	2	4000000	6000000	2000000	15	4	4	226	88	68
chr11	3	6000000	8000000	2000000	3	0	0	266	74	72
chr11	4	8000000	10000000	2000000	0	0	0	214	84	86
chr11	5	10000000	12000000	2000000	1	1	0	202	64	90
chr11	6	12000000	14000000	2000000	12	9	0	235	80	74
chr11	7	14000000	16000000	2000000	0	0	0	244	51	47
chr11	8	16000000	18000000	2000000	1	1	0	242	67	80
chr11	9	18000000	20000000	2000000	2	0	0	206	34	64
chr11	10	20000000	22000000	2000000	3	0	0	231	63	68
chr11	11	22000000	24000000	2000000	1	0	0	232	41	40
chr11	12	24000000	26000000	2000000	0	0	0	178	54	52
chr11	13	26000000	28000000	2000000	3	0	3	156	51	50
chr11	14	28000000	30000000	2000000	4	0	0	192	28	64
chr11	15	30000000	32000000	2000000	6	0	1	222	75	53
chr11	16	32000000	34000000	2000000	2	0	0	222	60	58
chr11	17	34000000	36000000	2000000	0	0	0	212	63	49
