biosample,sample_name,library_ID,title,filename,LibraryStrategy,LibrarySource,LibrarySelection,LibraryLayout,Platform,InstrumentModel,DesignDescription,FileType
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0077,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0077.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0078,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0078.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0079,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0079.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0080,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0080.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0081,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0081.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0082,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0082.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0083,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0083.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0084,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0084.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0085,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0085.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0086,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0086.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0087,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0087.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0088,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0088.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0089,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0089.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0090,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0090.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0091,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0091.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0092,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0092.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0093,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0093.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0094,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0094.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0095,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0095.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0096,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0096.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0097,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0097.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0098,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0098.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0099,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0099.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371646,Mouse_MEF,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0100,NanoStrand-seq for mouse embryonic fibroblasts,NanoStrandseq_C57_6J_DBA_2N_MEF_sc0100.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0001,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0001.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0002,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0002.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0003,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0003.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0004,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0004.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0005,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0005.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0006,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0006.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0007,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0007.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0008,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0008.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0009,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0009.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0010,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0010.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0011,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0011.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0012,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0012.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0013,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0013.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0014,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0014.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0015,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0015.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0016,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0016.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0017,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0017.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0018,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0018.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0019,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0019.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0020,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0020.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0021,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0021.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0022,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0022.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0023,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0023.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0024,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0024.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0025,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0025.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0026,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0026.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0027,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0027.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0028,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0028.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0029,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0029.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0030,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0030.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0031,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0031.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0032,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0032.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0033,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0033.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0034,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0034.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0035,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0035.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0036,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0036.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0037,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0037.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0038,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0038.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0039,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0039.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0040,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0040.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0041,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0041.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0042,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0042.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0043,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0043.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0044,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0044.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0045,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0045.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0046,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0046.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0047,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0047.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0048,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0048.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0049,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0049.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0050,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0050.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0051,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0051.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0052,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0052.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
SAMN34371647,Mouse_Epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0053,NanoStrand-seq for mouse epithelium,NanoStrandseq_C57_6J_DBA_2N_epithelium_sc0053.fastq.gz,WGS,GENOMIC SINGLE CELL,PCR,SINGLE,OXFORD_NANOPORE,PromethION,single cell template strand sequencing based on Nanopore platform,fastq
